candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_atr,session_mode,skip_same_candle,entry_family,monthly_dd_limit,cost_regime_max
P33_0226,34b5fdde67306d55,off_hours_skip,1.2,1.2,0.2,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_0227,c80188462f86933a,funding_safe,1.4,1.2,0.2,LONDON_NY,False,floor_low_activity,0.03,NO_EXTREME
P33_0228,b69c8af342300226,low_r_removal,1.6,,0.2,LONDON_NY,False,floor_low_activity,0.03,
P33_0229,e22a82431d9d9705,adx_trend,1.8,,0.2,LONDON_NY,False,floor_low_activity,0.03,
P33_0230,4615dd6f6a1c05a0,atr_volatility_expansion,2.0,,0.3,LONDON_NY,False,floor_low_activity,0.03,
P33_0231,ce7543063782c1cf,cost_to_atr,,0.8,0.3,LONDON_ONLY,True,floor_low_activity,0.03,
P33_0232,1a64aa9358fe0294,monthly_governor,1.0,0.8,0.3,LONDON_ONLY,False,floor_low_activity,0.03,
P33_0233,eac8a4bdfcdbc419,time_stop,1.2,0.8,0.3,LONDON_ONLY,False,floor_low_activity,0.03,
P33_0234,f8ff54c1a84e7c19,same_candle_safe,1.4,1.0,0.3,LONDON_ONLY,False,ALL,0.03,
P33_0235,cddaa7a7e9a96846,low_correlation_complement,1.6,1.0,0.4,LONDON_ONLY,False,ALL,0.03,
P33_0236,9af1a5106d799eb1,high_pf_low_frequency,1.8,1.0,0.4,LONDON_ONLY,False,ALL,0.03,
P33_0237,de39f4b5b4bb7e56,stress_hardened,2.0,1.2,0.4,LONDON_ONLY,False,ALL,0.03,
P33_0238,677e1ed9b93a655d,bollinger_expansion_breakout,,1.2,0.4,NY_ONLY,False,ALL,0.05,
P33_0239,13ebfd59657d0052,mean_reversion,1.0,1.2,0.4,NY_ONLY,False,ALL,0.05,
P33_0240,b747268f9125812b,vwap_reclaim,1.2,,,NY_ONLY,False,ALL,0.05,
P33_0241,10ca3522b97185c3,london_breakout,1.4,,,NY_ONLY,False,ALL,0.05,
P33_0242,cf61d0e83fe419c8,ny_breakout,1.6,,,NY_ONLY,True,ALL,0.05,
P33_0243,3189fe5a31d493e9,off_hours_skip,1.8,0.8,,NY_ONLY,False,ALL,0.05,
P33_0244,e9137eac0b69cfde,funding_safe,2.0,0.8,,NY_ONLY,False,ALL,0.05,
P33_0245,e569fef7bb08ff87,low_r_removal,,0.8,0.1,ALL,False,ALL,0.05,
P33_0246,8b10dfeb83d9ac7c,adx_trend,1.0,1.0,0.1,ALL,False,ALL,0.05,
P33_0247,78a620d299c59aa4,atr_volatility_expansion,1.2,1.0,0.1,ALL,False,bb_expansion,0.05,NO_EXTREME
P33_0248,f4cd99303933aabf,cost_to_atr,1.4,1.0,0.1,ALL,False,bb_expansion,0.05,NO_EXTREME
P33_0249,c77c181572b83f9f,monthly_governor,1.6,1.2,0.1,ALL,False,bb_expansion,0.05,NO_EXTREME
P33_0250,67dae1a1935d07a3,time_stop,1.8,1.2,0.15,ALL,False,bb_expansion,0.05,NO_EXTREME
P33_0251,43b1b7be812c739c,same_candle_safe,2.0,1.2,0.15,ALL,False,bb_expansion,0.05,NO_EXTREME
P33_0252,2299e75a4a32032f,low_correlation_complement,,,0.15,NO_OFF_HOURS,False,bb_expansion,0.05,NO_EXTREME
P33_0253,7a9492e949d286c1,high_pf_low_frequency,1.0,,0.15,NO_OFF_HOURS,True,bb_expansion,0.05,NO_EXTREME
P33_0254,906d12a257052b4c,stress_hardened,1.2,,0.15,NO_OFF_HOURS,False,bb_expansion,0.05,NO_EXTREME
P33_0255,a150b796c4daeed1,bollinger_expansion_breakout,1.4,0.8,0.2,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_0256,11d7c69c5bddd09a,mean_reversion,1.6,0.8,0.2,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_0257,39ed6b90b0e17a8f,vwap_reclaim,1.8,0.8,0.2,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_0258,f3f57f7be875daee,london_breakout,2.0,1.0,0.2,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_0259,3c75e7e416168777,ny_breakout,,1.0,0.2,LONDON_NY,False,bb_expansion,,NO_EXTREME
P33_0260,21daa613384b8b1e,off_hours_skip,1.0,1.0,0.3,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0261,c30dc7b5ffadc673,funding_safe,1.2,1.2,0.3,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0262,d044b55d625f1eaa,low_r_removal,1.4,1.2,0.3,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0263,746d55ee610840bd,adx_trend,1.6,1.2,0.3,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0264,972381a83456f8b5,atr_volatility_expansion,1.8,,0.3,LONDON_NY,True,floor_low_activity,,NO_EXTREME
P33_0265,f39a01eedf9854b1,cost_to_atr,2.0,,0.4,LONDON_NY,False,floor_low_activity,,NO_EXTREME
P33_0266,12902a92cfbbc808,monthly_governor,,,0.4,LONDON_ONLY,False,floor_low_activity,,
P33_0267,49349661b6177e4a,time_stop,1.0,0.8,0.4,LONDON_ONLY,False,floor_low_activity,,
P33_0268,da97326d31430bbe,same_candle_safe,1.2,0.8,0.4,LONDON_ONLY,False,floor_low_activity,,
P33_0269,3faf9a94798be8df,low_correlation_complement,1.4,0.8,0.4,LONDON_ONLY,False,floor_low_activity,,
P33_0270,30b88cb1826d1403,high_pf_low_frequency,1.6,1.0,,LONDON_ONLY,False,floor_low_activity,,
P33_0271,3b8a8586f70ea583,stress_hardened,1.8,1.0,,LONDON_ONLY,False,floor_low_activity,,
P33_0272,e121e46281938f97,bollinger_expansion_breakout,2.0,1.0,,LONDON_ONLY,False,floor_low_activity,0.015,
P33_0273,7d46c232ddd8d7fe,mean_reversion,,1.2,,NY_ONLY,False,ALL,0.015,
P33_0274,0e62cd13115cfc1b,vwap_reclaim,1.0,1.2,,NY_ONLY,False,ALL,0.015,
P33_0275,af7ae4a4984b3e1e,london_breakout,1.2,1.2,0.1,NY_ONLY,True,ALL,0.015,
P33_0276,98cb3d09a1d6934e,ny_breakout,1.4,,0.1,NY_ONLY,False,ALL,0.015,
P33_0277,6982cb65da6238b0,off_hours_skip,1.6,,0.1,NY_ONLY,False,ALL,0.015,
P33_0278,3513247bb811c3d5,funding_safe,1.8,,0.1,NY_ONLY,False,ALL,0.015,
P33_0279,6d492cdb70763294,low_r_removal,2.0,0.8,0.1,NY_ONLY,False,ALL,0.015,
P33_0280,278335c600914858,adx_trend,,0.8,0.15,ALL,False,ALL,0.015,
P33_0281,2a83a518c708e942,atr_volatility_expansion,1.0,0.8,0.15,ALL,False,ALL,0.015,
P33_0282,a8f27eee0c8596b8,cost_to_atr,1.2,1.0,0.15,ALL,False,ALL,0.015,
P33_0283,a255acd0f5a9506a,monthly_governor,1.4,1.0,0.15,ALL,False,ALL,0.015,
P33_0284,c86a3310b3cc94e5,time_stop,1.6,1.0,0.15,ALL,False,ALL,0.015,
P33_0285,856967de8a263fb5,same_candle_safe,1.8,1.2,0.2,ALL,False,ALL,0.015,NO_EXTREME
P33_0286,aa243b1ba4bb6d3c,low_correlation_complement,2.0,1.2,0.2,ALL,True,bb_expansion,0.015,NO_EXTREME
P33_0287,5e69de884510ad9a,high_pf_low_frequency,,1.2,0.2,NO_OFF_HOURS,False,bb_expansion,0.015,NO_EXTREME
P33_0288,348ab012f6eeb0c4,stress_hardened,1.0,,0.2,NO_OFF_HOURS,False,bb_expansion,0.015,NO_EXTREME
P33_0289,3f108330c8248b8a,bollinger_expansion_breakout,1.2,,0.2,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_0290,43d3e42f82073c40,mean_reversion,1.4,,0.3,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_0291,09e09498172f65bb,vwap_reclaim,1.6,0.8,0.3,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_0292,0392549c1c958825,london_breakout,1.8,0.8,0.3,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_0293,48385ff672158dbc,ny_breakout,2.0,0.8,0.3,NO_OFF_HOURS,False,bb_expansion,0.02,NO_EXTREME
P33_0294,cfd9902ad50785ce,off_hours_skip,,1.0,0.3,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_0295,17059e84ac7f16cf,funding_safe,1.0,1.0,0.4,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_0296,f7e30c3b17ccccbd,low_r_removal,1.2,1.0,0.4,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_0297,121aeffdac778844,adx_trend,1.4,1.2,0.4,LONDON_NY,True,bb_expansion,0.02,NO_EXTREME
P33_0298,935e161da323fd9e,atr_volatility_expansion,1.6,1.2,0.4,LONDON_NY,False,bb_expansion,0.02,NO_EXTREME
P33_0299,c70b173eddeb41b2,cost_to_atr,1.8,1.2,0.4,LONDON_NY,False,floor_low_activity,0.02,NO_EXTREME
P33_0300,a17ee631dadc0116,monthly_governor,2.0,,,LONDON_NY,False,floor_low_activity,0.02,NO_EXTREME
P33_0301,ac88646c7fb0aa0b,time_stop,,,,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0302,090f1113c2fa5fd0,same_candle_safe,1.0,,,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0303,b627638c7f54e17d,low_correlation_complement,1.2,0.8,,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0304,7bd7206282b3f99e,high_pf_low_frequency,1.4,0.8,,LONDON_ONLY,False,floor_low_activity,0.02,
P33_0305,196e9701949308b3,stress_hardened,1.6,0.8,0.1,LONDON_ONLY,False,floor_low_activity,0.02,
P33_0306,bd8338d5a412629f,bollinger_expansion_breakout,1.8,1.0,0.1,LONDON_ONLY,False,floor_low_activity,0.03,
P33_0307,562ff98b37b9353e,mean_reversion,2.0,1.0,0.1,LONDON_ONLY,False,floor_low_activity,0.03,
P33_0308,b66c3b9bbf35ca4c,vwap_reclaim,,1.0,0.1,NY_ONLY,True,floor_low_activity,0.03,
P33_0309,3be92efd08cf855f,london_breakout,1.0,1.2,0.1,NY_ONLY,False,floor_low_activity,0.03,
P33_0310,079f0fd2fd141b26,ny_breakout,1.2,1.2,0.15,NY_ONLY,False,floor_low_activity,0.03,
P33_0311,65f191d4a8d71c2c,off_hours_skip,1.4,1.2,0.15,NY_ONLY,False,floor_low_activity,0.03,
P33_0312,7c80fcfb168fc66b,funding_safe,1.6,,0.15,NY_ONLY,False,ALL,0.03,
P33_0313,451af7894b959bd0,low_r_removal,1.8,,0.15,NY_ONLY,False,ALL,0.03,
P33_0314,d2785e141e7f2da1,adx_trend,2.0,,0.15,NY_ONLY,False,ALL,0.03,
P33_0315,dbb89f263ac30428,atr_volatility_expansion,,0.8,0.2,ALL,False,ALL,0.03,
P33_0316,3c0624df15ca971c,cost_to_atr,1.0,0.8,0.2,ALL,False,ALL,0.03,
P33_0317,b620a61332813906,monthly_governor,1.2,0.8,0.2,ALL,False,ALL,0.03,
P33_0318,34a98413abdd8a6e,time_stop,1.4,1.0,0.2,ALL,False,ALL,0.03,
P33_0319,cd07693316ad1355,same_candle_safe,1.6,1.0,0.2,ALL,True,ALL,0.03,
P33_0320,df4892d45c187fd7,low_correlation_complement,1.8,1.0,0.3,ALL,False,ALL,0.03,
P33_0321,22be357ec27e4ceb,high_pf_low_frequency,2.0,1.2,0.3,ALL,False,ALL,0.03,
P33_0322,14957dddee52138c,stress_hardened,,1.2,0.3,NO_OFF_HOURS,False,ALL,0.03,
P33_0323,6f56c2fa8a2e5129,bollinger_expansion_breakout,1.0,1.2,0.3,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_0324,bbe0764981a6127f,mean_reversion,1.2,,0.3,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_0325,71f44aed6669df06,vwap_reclaim,1.4,,0.4,NO_OFF_HOURS,False,bb_expansion,0.05,NO_EXTREME
P33_0326,279b5086780bb20c,london_breakout,1.6,,0.4,NO_OFF_HOURS,False,bb_expansion,0.05,NO_EXTREME
P33_0327,4d839260c2db6f56,ny_breakout,1.8,0.8,0.4,NO_OFF_HOURS,False,bb_expansion,0.05,NO_EXTREME
P33_0328,40e7809746e97cc5,off_hours_skip,2.0,0.8,0.4,NO_OFF_HOURS,False,bb_expansion,0.05,NO_EXTREME
P33_0329,b5ec9d1d708293ae,funding_safe,,0.8,0.4,LONDON_NY,False,bb_expansion,0.05,NO_EXTREME
P33_0330,25e7a1b6706474e1,low_r_removal,1.0,1.0,,LONDON_NY,True,bb_expansion,0.05,NO_EXTREME
P33_0331,ba6569b53e7abba3,adx_trend,1.2,1.0,,LONDON_NY,False,bb_expansion,0.05,NO_EXTREME
P33_0332,4c7156377769f963,atr_volatility_expansion,1.4,1.0,,LONDON_NY,False,bb_expansion,0.05,NO_EXTREME
P33_0333,498e03b60beaeb17,cost_to_atr,1.6,1.2,,LONDON_NY,False,bb_expansion,0.05,NO_EXTREME
P33_0334,b58f2139e02018ae,monthly_governor,1.8,1.2,,LONDON_NY,False,bb_expansion,0.05,NO_EXTREME
P33_0335,a22dbe2c6e0dd4f1,time_stop,2.0,1.2,0.1,LONDON_NY,False,bb_expansion,0.05,NO_EXTREME
P33_0336,c5176af815c6fe27,same_candle_safe,,,0.1,LONDON_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0337,1ff99838c6237f18,low_correlation_complement,1.0,,0.1,LONDON_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0338,8223e3a7cc4f4e6c,high_pf_low_frequency,1.2,,0.1,LONDON_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0339,2db2b88c007f8bdc,stress_hardened,1.4,0.8,0.1,LONDON_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0340,5ec493da94d65d37,bollinger_expansion_breakout,1.6,0.8,0.15,LONDON_ONLY,False,floor_low_activity,,NO_EXTREME
P33_0341,a3f1ae0cc24c9da9,mean_reversion,1.8,0.8,0.15,LONDON_ONLY,True,floor_low_activity,,NO_EXTREME
P33_0342,bafa0f5e1cb23fa8,vwap_reclaim,2.0,1.0,0.15,LONDON_ONLY,False,floor_low_activity,,
P33_0343,61fd130a92e6c97c,london_breakout,,1.0,0.15,NY_ONLY,False,floor_low_activity,,
P33_0344,12848433e260c06b,ny_breakout,1.0,1.0,0.15,NY_ONLY,False,floor_low_activity,,
P33_0345,6270e9bd372b02f3,off_hours_skip,1.2,1.2,0.2,NY_ONLY,False,floor_low_activity,,
P33_0346,f54bca01422ae7a1,funding_safe,1.4,1.2,0.2,NY_ONLY,False,floor_low_activity,,
P33_0347,62dde02019e09719,low_r_removal,1.6,1.2,0.2,NY_ONLY,False,floor_low_activity,,
P33_0348,348efad8fa50893f,adx_trend,1.8,,0.2,NY_ONLY,False,floor_low_activity,,
P33_0349,5483d424cfb6a0aa,atr_volatility_expansion,2.0,,0.2,NY_ONLY,False,floor_low_activity,,
P33_0350,b85f1b9d20ebad0c,cost_to_atr,,,0.3,ALL,False,floor_low_activity,,
P33_0351,061825c8f1554398,monthly_governor,1.0,0.8,0.3,ALL,False,ALL,,
P33_0352,77374ff3b3ba77a2,time_stop,1.2,0.8,0.3,ALL,True,ALL,,
P33_0353,e90a4e7022c8b6c0,same_candle_safe,1.4,0.8,0.3,ALL,False,ALL,,
P33_0354,f9a42cb9b15ddfcb,low_correlation_complement,1.6,1.0,0.3,ALL,False,ALL,,
P33_0355,dda43bba20224b7a,high_pf_low_frequency,1.8,1.0,0.4,ALL,False,ALL,,
P33_0356,fab3ecd65fde519b,stress_hardened,2.0,1.0,0.4,ALL,False,ALL,,
P33_0357,1417f872021c3ca1,bollinger_expansion_breakout,,1.2,0.4,NO_OFF_HOURS,False,ALL,0.015,
P33_0358,0d4e8e96f375d52e,mean_reversion,1.0,1.2,0.4,NO_OFF_HOURS,False,ALL,0.015,
P33_0359,8eca7f1f5288e76c,vwap_reclaim,1.2,1.2,0.4,NO_OFF_HOURS,False,ALL,0.015,
P33_0360,7958ac863aebf215,london_breakout,1.4,,,NO_OFF_HOURS,False,ALL,0.015,
P33_0361,0ce75d69a06e0e8b,ny_breakout,1.6,,,NO_OFF_HOURS,False,ALL,0.015,NO_EXTREME
P33_0362,f068d6cd95611911,off_hours_skip,1.8,,,NO_OFF_HOURS,False,ALL,0.015,NO_EXTREME
P33_0363,9e11e13a2ba8d29d,funding_safe,2.0,0.8,,NO_OFF_HOURS,True,ALL,0.015,NO_EXTREME
P33_0364,fb826d6f700ec846,low_r_removal,,0.8,,LONDON_NY,False,bb_expansion,0.015,NO_EXTREME
P33_0365,29aa83df8cf37dca,adx_trend,1.0,0.8,0.1,LONDON_NY,False,bb_expansion,0.015,NO_EXTREME
P33_0366,f9e7958a4d3b52d4,atr_volatility_expansion,1.2,1.0,0.1,LONDON_NY,False,bb_expansion,0.015,NO_EXTREME
P33_0367,800691f8708e6187,cost_to_atr,1.4,1.0,0.1,LONDON_NY,False,bb_expansion,0.015,NO_EXTREME
P33_0368,89da90f3a2704a90,monthly_governor,1.6,1.0,0.1,LONDON_NY,False,bb_expansion,0.015,NO_EXTREME
P33_0369,026597268cd9c1e5,time_stop,1.8,1.2,0.1,LONDON_NY,False,bb_expansion,0.015,NO_EXTREME
P33_0370,e8cd78ce0bc2caae,same_candle_safe,2.0,1.2,0.15,LONDON_NY,False,bb_expansion,0.015,NO_EXTREME
P33_0371,c20b0b81fb2930b9,low_correlation_complement,,1.2,0.15,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0372,0d1ea1259649452d,high_pf_low_frequency,1.0,,0.15,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0373,17f1b42ba982b04d,stress_hardened,1.2,,0.15,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0374,1360db3db840201f,bollinger_expansion_breakout,1.4,,0.15,LONDON_ONLY,True,bb_expansion,0.02,NO_EXTREME
P33_0375,b3fd0cfa5fed5495,mean_reversion,1.6,0.8,0.2,LONDON_ONLY,False,bb_expansion,0.02,NO_EXTREME
P33_0376,b5018dde2074f037,vwap_reclaim,1.8,0.8,0.2,LONDON_ONLY,False,bb_expansion,0.02,NO_EXTREME
P33_0377,5307e16e819a4da6,london_breakout,2.0,0.8,0.2,LONDON_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0378,b58d5f8bd4ef74dc,ny_breakout,,1.0,0.2,NY_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0379,ba5e978dc0f6d955,off_hours_skip,1.0,1.0,0.2,NY_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_0380,58787e5c03f8a020,funding_safe,1.2,1.0,0.3,NY_ONLY,False,floor_low_activity,0.02,
P33_0381,c6496275bd371e25,low_r_removal,1.4,1.2,0.3,NY_ONLY,False,floor_low_activity,0.02,
P33_0382,3929e22e65fda858,adx_trend,1.6,1.2,0.3,NY_ONLY,False,floor_low_activity,0.02,
P33_0383,706857ce7425b4db,atr_volatility_expansion,1.8,1.2,0.3,NY_ONLY,False,floor_low_activity,0.02,
P33_0384,34732fa55d566958,cost_to_atr,2.0,,0.3,NY_ONLY,False,floor_low_activity,0.02,
P33_0385,0323e4571a695e75,monthly_governor,,,0.4,ALL,True,floor_low_activity,0.02,
P33_0386,592827bfbac5cbb2,time_stop,1.0,,0.4,ALL,False,floor_low_activity,0.02,
P33_0387,36bdadb0dfae2c64,same_candle_safe,1.2,0.8,0.4,ALL,False,floor_low_activity,0.02,
P33_0388,90ebce8784d9ad46,low_correlation_complement,1.4,0.8,0.4,ALL,False,floor_low_activity,0.02,
P33_0389,1724bcbc40088e15,high_pf_low_frequency,1.6,0.8,0.4,ALL,False,floor_low_activity,0.02,
P33_0390,d8bced2a6e569250,stress_hardened,1.8,1.0,,ALL,False,ALL,0.02,
P33_0391,8b1186d68b28a776,bollinger_expansion_breakout,2.0,1.0,,ALL,False,ALL,0.03,
P33_0392,f2dbee52c9bbe49b,mean_reversion,,1.0,,NO_OFF_HOURS,False,ALL,0.03,
P33_0393,0f5348463df1a28c,vwap_reclaim,1.0,1.2,,NO_OFF_HOURS,False,ALL,0.03,
P33_0394,c6d56792085f7813,london_breakout,1.2,1.2,,NO_OFF_HOURS,False,ALL,0.03,
P33_0395,779e54e6a9316976,ny_breakout,1.4,1.2,0.1,NO_OFF_HOURS,False,ALL,0.03,
P33_0396,da575bed0bc45baa,off_hours_skip,1.6,,0.1,NO_OFF_HOURS,True,ALL,0.03,
P33_0397,e9480f86d9c8492b,funding_safe,1.8,,0.1,NO_OFF_HOURS,False,ALL,0.03,
P33_0398,0f8f72b150f08b56,low_r_removal,2.0,,0.1,NO_OFF_HOURS,False,ALL,0.03,
P33_0399,a97c6b6fcdc1a059,adx_trend,,0.8,0.1,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0400,365e3d33f3e9a8ac,atr_volatility_expansion,1.0,0.8,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0401,7d7e6ef16e087761,cost_to_atr,1.2,0.8,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0402,01f48a28310f2c51,monthly_governor,1.4,1.0,0.15,LONDON_NY,False,ALL,0.03,NO_EXTREME
P33_0403,6f5af702c84ca0cf,time_stop,1.6,1.0,0.15,LONDON_NY,False,bb_expansion,0.03,NO_EXTREME
P33_0404,91c4b0fd5d3f48fa,same_candle_safe,1.8,1.0,0.15,LONDON_NY,False,bb_expansion,0.03,NO_EXTREME
P33_0405,5f25ee6a5007e27f,low_correlation_complement,2.0,1.2,0.2,LONDON_NY,False,bb_expansion,0.03,NO_EXTREME
P33_0406,2c9a780e212829d7,high_pf_low_frequency,,1.2,0.2,LONDON_ONLY,False,bb_expansion,0.03,NO_EXTREME
P33_0407,eb71e6db3009458a,stress_hardened,1.0,1.2,0.2,LONDON_ONLY,True,bb_expansion,0.03,NO_EXTREME
P33_0408,a8462c16673e7f0e,bollinger_expansion_breakout,1.2,,0.2,LONDON_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0409,6868fcf3f0b81e10,mean_reversion,1.4,,0.2,LONDON_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0410,56b1115a96c0f12a,vwap_reclaim,1.6,,0.3,LONDON_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0411,9af148b94862315c,london_breakout,1.8,0.8,0.3,LONDON_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0412,1cfc51be83cacf33,ny_breakout,2.0,0.8,0.3,LONDON_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0413,e4dfa4af331012b6,off_hours_skip,,0.8,0.3,NY_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0414,accacb7b16396e28,funding_safe,1.0,1.0,0.3,NY_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0415,ef1fd72bf4e6549c,low_r_removal,1.2,1.0,0.4,NY_ONLY,False,bb_expansion,0.05,NO_EXTREME
P33_0416,e801c32baa1b11d3,adx_trend,1.4,1.0,0.4,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0417,0eb31d48d5656aa6,atr_volatility_expansion,1.6,1.2,0.4,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_0418,879149d8f9a757d8,cost_to_atr,1.8,1.2,0.4,NY_ONLY,True,floor_low_activity,0.05,
P33_0419,22c76096a1044a6b,monthly_governor,2.0,1.2,0.4,NY_ONLY,False,floor_low_activity,0.05,
P33_0420,970b7494b0280a7a,time_stop,,,,ALL,False,floor_low_activity,0.05,
P33_0421,c2a7a2f2311f5fe7,same_candle_safe,1.0,,,ALL,False,floor_low_activity,0.05,
P33_0422,2cea30200de46291,low_correlation_complement,1.2,,,ALL,False,floor_low_activity,0.05,
P33_0423,50313b71e5e6be41,high_pf_low_frequency,1.4,0.8,,ALL,False,floor_low_activity,0.05,
P33_0424,506d9abb336d24da,stress_hardened,1.6,0.8,,ALL,False,floor_low_activity,0.05,
P33_0425,d1f6e441c227e888,bollinger_expansion_breakout,1.8,0.8,0.1,ALL,False,floor_low_activity,,
P33_0426,2b30e96af042f68a,mean_reversion,2.0,1.0,0.1,ALL,False,floor_low_activity,,
P33_0427,8faa940cae698dbc,vwap_reclaim,,1.0,0.1,NO_OFF_HOURS,False,floor_low_activity,,
P33_0428,b5080b458875597e,london_breakout,1.0,1.0,0.1,NO_OFF_HOURS,False,floor_low_activity,,
P33_0429,8fdaf33f76e2a122,ny_breakout,1.2,1.2,0.1,NO_OFF_HOURS,True,ALL,,
P33_0430,0c2e218060148c00,off_hours_skip,1.4,1.2,0.15,NO_OFF_HOURS,False,ALL,,
P33_0431,afa2576d4e9fd9f3,funding_safe,1.6,1.2,0.15,NO_OFF_HOURS,False,ALL,,
P33_0432,74cda471396a6a7e,low_r_removal,1.8,,0.15,NO_OFF_HOURS,False,ALL,,
P33_0433,15a13eb9aa611389,adx_trend,2.0,,0.15,NO_OFF_HOURS,False,ALL,,
P33_0434,77186b0ae8e36e47,atr_volatility_expansion,,,0.15,LONDON_NY,False,ALL,,
P33_0435,4b779cad8c81a2ea,cost_to_atr,1.0,0.8,0.2,LONDON_NY,False,ALL,,
P33_0436,00f6c3d54af85752,monthly_governor,1.2,0.8,0.2,LONDON_NY,False,ALL,,
P33_0437,d24a66e1953d4219,time_stop,1.4,0.8,0.2,LONDON_NY,False,ALL,,NO_EXTREME
P33_0438,67cd661c49e3cf27,same_candle_safe,1.6,1.0,0.2,LONDON_NY,False,ALL,,NO_EXTREME
P33_0439,93785b835beef678,low_correlation_complement,1.8,1.0,0.2,LONDON_NY,False,ALL,,NO_EXTREME
P33_0440,88dea5909cc7fa9e,high_pf_low_frequency,2.0,1.0,0.3,LONDON_NY,True,ALL,,NO_EXTREME
P33_0441,47ded75c00656bd7,stress_hardened,,1.2,0.3,LONDON_ONLY,False,ALL,,NO_EXTREME
P33_0442,5af163a31a7a3c75,bollinger_expansion_breakout,1.0,1.2,0.3,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0443,d181565d5394685f,mean_reversion,1.2,1.2,0.3,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0444,797f6a5be42b764b,vwap_reclaim,1.4,,0.3,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0445,e3b7879cfe7851d0,london_breakout,1.6,,0.4,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0446,5128983259072d06,ny_breakout,1.8,,0.4,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0447,a78323ebdf7beeaf,off_hours_skip,2.0,0.8,0.4,LONDON_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0448,b887927170740c17,funding_safe,,0.8,0.4,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0449,b40be8289c162369,low_r_removal,1.0,0.8,0.4,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0450,a1236c3796d0bf52,adx_trend,1.2,1.0,,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0451,aaf59ef83fe2d889,atr_volatility_expansion,1.4,1.0,,NY_ONLY,True,bb_expansion,0.015,NO_EXTREME
P33_0452,76abe932dad41ba2,cost_to_atr,1.6,1.0,,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
P33_0453,764e7b8a513b435b,monthly_governor,1.8,1.2,,NY_ONLY,False,bb_expansion,0.015,NO_EXTREME
